name,price,facilities,tipe
Kost Khayyara 2 Gubeng Surabaya Kecamatan Gubeng,Rp1.700.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Mojo 49 Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp500.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Rumah Nenek Bagus Ritadewininis Gubeng Surabaya Kecamatan Gubeng,Rp750.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 4.6","Kos Andalan
Putri"
Kost Esfam 3 Gubeng Surabaya Kecamatan Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Menik Tipe A Gubeng Surabaya Gubeng,Rp750.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Studio Tedja Tipe A Gubeng Surabaya Gubeng,Rp950.000 /bulan,"Kloset Duduk, Kloset Duduk","Kos Andalan
Putri"
Kost Tj Tipe Non AC Mulyorejo Surabaya Kecamatan Mulyorejo,Rp650.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Sinarjaya Gubeng Surabaya Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Putri"
Kost Karang Menjangan 127 Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 5.0","Kos Andalan
Putri"
Kost Aman Nyaman Religius Tambaksari Surabaya Tambaksari,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Campur"
Kost Kalijudan Barat 3 Tambaksari Surabaya Tambaksari,Rp1.900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 5.0","Kos Andalan
Campur"
Kost Bapak Kusnan 4 Gubeng Surabaya Gubeng,Rp450.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Kos Andalan
Putri"
Kost Milenial Oro Oro Tipe A Tambaksari Surabaya Kecamatan Tambaksari,Rp1.400.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Jojoran Tipe Executive Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Sugeng Gubeng Surabaya Gubeng,Rp600.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Pucang Anom Tipe A Gubeng Surabaya Gubeng,Rp780.000 /bulan,"Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Graha Zevanya Gubeng Surabaya Gubeng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Kemangi Tambaksari Surabaya Tambaksari,Rp1.200.000 /bulan,"AC ·, AC, ·, Kloset Duduk, Kloset Duduk","Kos Andalan
Putra"
Kost Manyar Sabrangan Tipe 2 Mulyorejo Surabaya Mulyorejo,Rp850.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Airlangga Executive Gubeng Surabaya Gubeng,Rp2.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Khanza Kedung Pengkol Gubeng Surabaya Gubeng,Rp850.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Griya Pucang Sewu Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Kertajaya Gang 6 Tipe A Gubeng Surabaya Gubeng,Rp900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Kertajaya Gang 6 Tipe B Gubeng Surabaya Gubeng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Srikandi Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp1.200.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Griya Endang Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Karmen 29 Tipe A Gubeng Surabaya Gubeng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Campur"
Kost Jl Mojo Kidul Gubeng Surabaya Gubeng,Rp1.700.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putra"
Kost Murah Meriah Mantap Kertajaya Gubeng Surabaya Gubeng,Rp780.000 /bulan,,"Kos Andalan
Putri"
Kost Pak Kamto Tipe B Gubeng Surabaya Kecamatan Gubeng,Rp900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Permata Residence Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Jimerto 11 Genteng Surabaya Genteng,Rp2.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Campur"
Kost Pak Min Gubeng Surabaya Kecamatan Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Cokro Residence Tegalsari Surabaya Kecamatan Tegalsari,Rp2.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Griya Dharmawangsha Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Sum 7L Gubeng Surabaya Gubeng,Rp650.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putra"
Kost Karunia Gubeng Surabaya Gubeng,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Prambanan Tipe C Tambaksari Surabaya Tambaksari,Rp1.020.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Permata Residence Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Jimerto 11 Genteng Surabaya Genteng,Rp2.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Campur"
Kost Pak Min Gubeng Surabaya Kecamatan Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Cokro Residence Tegalsari Surabaya Kecamatan Tegalsari,Rp2.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Griya Dharmawangsha Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Sum 7L Gubeng Surabaya Gubeng,Rp650.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putra"
Kost Karunia Gubeng Surabaya Gubeng,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Prambanan Tipe C Tambaksari Surabaya Tambaksari,Rp1.020.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Wisma Anridah Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Rempelas Tipe B Tambaksari Surabaya Tambaksari,Rp1.350.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Naradyana Residence Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp1.300.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Bu Nur Tipe A Tambaksari Surabaya Kecamatan Tambaksari,Rp975.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur, Kasur, 5.0","Putra
Sisa 3 kamar"
Kost Bersih Sopan Tipe B Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Kebangsren Genteng Surabaya Kecamatan Genteng,Rp1.500.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Campur"
Kost Pak Kamto Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Dinda Tambaksari Surabaya Tambaksari,Rp760.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Kos Andalan
Putri"
Kost Nuning Krisnawati I Tipe A Gubeng Surabaya Gubeng,Rp1.100.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Ibu Asnun Tegalsari Surabaya Kecamatan Tegalsari,Rp450.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Putri
Sisa 2 kamar"
Kost Celva Menur Sukolilo Surabaya Sukolilo,Rp1.800.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 1 kamar"
Kost Wahyudi Tipe CB Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Campur
Sisa 1 kamar"
Kost Wahyudi Tipe CB Gubeng Surabaya Kecamatan Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Campur
Sisa 1 kamar"
Kost Martini Tambaksari Surabaya Kecamatan Tambaksari,Rp500.000 /bulan,"Akses 24 Jam, Akses 24 Jam","Campur
Sisa 2 kamar"
Kost Jojoran 1 Tipe B Gubeng Surabaya Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Putra
Sisa 1 kamar"
Kost Bu Ofa Tipe C Tambaksari Surabaya Tambaksari,Rp400.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 1.3","Putri
Sisa 2 kamar"
Kost Zanitha Executive Gubeng Surabaya Kecamatan Gubeng,Rp1.850.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Kint 08 Tipe A Gubeng Surabaya Gubeng,Rp735.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 3.1","Putra
Sisa 2 kamar"
Kost DV Tipe B Genteng Surabaya Kecamatan Genteng,Rp1.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Campur
Sisa 3 kamar"
Kost Nia Biliton 8 Tipe C Gubeng Surabaya Gubeng,Rp1.500.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam",Campur
Kost Airlangga 2 Gubeng Surabaya Gubeng,Rp800.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam",Putri
Kost Erwin Sidharta Tambaksari Surabaya Tambaksari,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Vip Pot Art Gubeng Surabaya Gubeng,Rp3.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur",Campur
Kost Milenial Armiani 1 Tambaksari Surabaya Tambaksari,Rp1.400.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putri"
Kost Surijah Tipe A Genteng Surabaya Genteng,Rp600.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Kos Andalan
Putra"
Kost Guest House Amanah Syari Gubeng Surabaya Gubeng,Rp1.800.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 4.8",Campur
Kost Mama Juan Tipe AC Tegalsari Surabaya Tegalsari,Rp1.400.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Putri
Sisa 1 kamar"
Kost Adreena Tipe Executive Gubeng Surabaya Gubeng,Rp1.355.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Putri
Sisa 1 kamar"
Kost Airlangga 41 Gubeng Surabaya Kecamatan Gubeng,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 1 kamar"
Kost Bu Ida Kertajaya Tipe A Gubeng Surabaya Gubeng,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Bu Ida Kertajaya Tipe B Gubeng Surabaya Gubeng,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost MBC Guesthouse VVIP Tambaksari Surabaya Tambaksari,Rp2.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur",Campur
Kost Siti Gubeng Surabaya Gubeng,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Putri
Sisa 1 kamar"
Kost Raya Manyar Sukolilo Surabaya Sukolilo,Rp900.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 1 kamar"
Kost Bu Tejo Comal Bungkul Tegalsari Surabaya Tegalsari,Rp750.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam",Campur
Kost Univ WM Dinoyo Doho Tegalsari Surabaya Tegalsari,Rp1.000.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Putri
Sisa 2 kamar"
Kost Aqila Syar i Gubeng Surabaya Gubeng,Rp800.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur",Campur
Kost Anindya Tipe A Sukolilo Surabaya Kecamatan Sukolilo,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur, Kasur","Putri
Sisa 2 kamar"
Kost Yusuf Tipe A Gubeng Surabaya Gubeng,Rp750.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Mas Angga Vip Gubeng Surabaya Gubeng,Rp1.200.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 1.4","Putri
Sisa 2 kamar"
Kost Angel Kalijudan Tipe Small Mulyorejo Surabaya Mulyorejo,Rp550.000 /bulan,"WiFi ·, WiFi, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 1.8",Putri
Kost 98 Tipe A Gubeng Surabaya Kecamatan Gubeng,Rp2.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Campur
Sisa 1 kamar"
Kost Charisna 1 Tipe B Gubeng Surabaya Kecamatan Gubeng,Rp800.000 /bulan,"Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur, 4.4","Putri
Sisa 1 kamar"
Kost Bu Susi Non AC Gubeng Surabaya Kecamatan Gubeng,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putra
Sisa 3 kamar"
Kost K15 Residence Tipe A Tegalsari Surabaya Kecamatan Tegalsari,Rp2.300.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam",Campur
Kost Marlan Tambaksari Surabaya Tambaksari,Rp600.000 /bulan,"Kasur, Kasur","Campur
Sisa 3 kamar"
Kost Wahyudi Tipe C Gubeng Surabaya Gubeng,Rp950.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Campur
Sisa 1 kamar"
Kost Pucang 23 Gubeng Surabaya Gubeng,Rp1.000.000 /bulan,"AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost J&J Tegalsari Surabaya Tegalsari,Rp1.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Campur
Sisa 1 kamar"
Kost Yudha Gubeng Surabaya Gubeng,Rp1.000.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 1 kamar"
Kost Kertajaya Syariah Residence Gubeng Surabaya Gubeng,Rp2.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Campur
Sisa 2 kamar"
Kost Pak Okky Hermawan Tipe B Gubeng Surabaya Gubeng,Rp650.000 /bulan,"WiFi ·, WiFi, ·, Kasur, Kasur","Putra
Sisa 1 kamar"
Kost Mama Juan Tipe AC Tegalsari Surabaya Tegalsari,Rp1.400.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam, 5.0","Putri
Sisa 1 kamar"
Kost Adreena Tipe Executive Gubeng Surabaya Gubeng,Rp1.355.000 /bulan,"WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur","Putri
Sisa 1 kamar"
Kost Airlangga 41 Gubeng Surabaya Kecamatan Gubeng,Rp1.600.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 1 kamar"
Kost Bu Ida Kertajaya Tipe A Gubeng Surabaya Gubeng,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost Bu Ida Kertajaya Tipe B Gubeng Surabaya Gubeng,Rp600.000 /bulan,"WiFi ·, WiFi, ·, Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam","Putri
Sisa 2 kamar"
Kost MBC Guesthouse VVIP Tambaksari Surabaya Tambaksari,Rp2.500.000 /bulan,"K. Mandi Dalam ·, K. Mandi Dalam, ·, WiFi ·, WiFi, ·, AC ·, AC, ·, Kloset Duduk ·, Kloset Duduk, ·, Kasur, Kasur",Campur
Kost Pak Qadir 2 Tipe B Gubeng Surabaya Gubeng,Rp1.050.000 /bulan,"Kasur ·, Kasur, ·, Akses 24 Jam, Akses 24 Jam",Campur
